,Make,Model,Vehicle_Type,Engine_Capacity,Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),vehicle_age,Distance_Driven_Last_Month,Fuel_Consumed_Last_Month
5391,TOYOTA,HIGHLANDER HYBRID AWD,Four-Wheeler,3.5,6,AV6,Petrol,8.1,8.5,8.3,34,193,4,850.0,70.55000000000001
5392,TOYOTA,PRIUS,Four-Wheeler,1.8,4,AV,Petrol,4.3,4.6,4.5,63,105,4,680.0,30.6
5393,TOYOTA,PRIUS c,Four-Wheeler,1.5,4,AV,Petrol,4.9,5.5,5.1,55,120,4,650.0,33.15
5394,TOYOTA,PRIUS v,Four-Wheeler,1.8,4,AV,Petrol,5.5,6.0,5.8,49,135,4,680.0,39.44
5395,TOYOTA,RAV4 LE/XLE,Four-Wheeler,2.5,4,AS6,Petrol,10.0,7.8,9.0,31,210,4,750.0,67.5
5396,TOYOTA,RAV4 AWD,Four-Wheeler,2.5,4,AS6,Petrol,10.5,8.3,9.5,30,222,4,750.0,71.25
5397,TOYOTA,RAV4 LIMITED/SE AWD,Four-Wheeler,2.5,4,AS6,Petrol,10.7,8.4,9.7,29,226,4,750.0,72.74999999999999
5398,TOYOTA,RAV4 HYBRID AWD,Four-Wheeler,2.5,4,AV6,Petrol,6.9,7.8,7.3,39,171,4,750.0,54.75
5399,TOYOTA,SEQUOIA 4WD,Four-Wheeler,5.7,8,AS6,Petrol,18.4,13.8,16.4,17,384,6,970.0,159.07999999999998
5400,TOYOTA,SIENNA,Three-Wheeler,3.5,6,AS8,Petrol,12.5,8.9,10.9,26,256,4,850.0,92.65
5401,TOYOTA,SIENNA AWD,Three-Wheeler,3.5,6,AS8,Petrol,13.4,9.6,11.7,24,274,4,850.0,99.45
5402,TOYOTA,TACOMA,Commercial,2.7,4,AS6,Petrol,12.1,10.1,11.2,25,263,4,770.0,86.24
5403,TOYOTA,TACOMA,Commercial,3.5,6,AS6,Petrol,12.6,10.0,11.4,25,268,5,850.0,96.9
5404,TOYOTA,TACOMA 4WD,Commercial,2.7,4,AS6,Petrol,12.7,10.6,11.7,24,274,5,770.0,90.09
5405,TOYOTA,TACOMA 4WD,Commercial,3.5,6,AS6,Petrol,13.2,10.7,12.1,23,283,5,850.0,102.85
5406,TOYOTA,TACOMA 4WD,Commercial,3.5,6,M6,Petrol,13.8,11.4,12.7,22,299,5,850.0,107.95
5407,TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,Commercial,3.5,6,M6,Petrol,13.8,11.7,12.9,22,300,5,850.0,109.65
5408,TOYOTA,TUNDRA,Commercial,5.7,8,AS6,Petrol,17.7,13.6,15.9,18,371,6,970.0,154.23
5409,TOYOTA,TUNDRA 4WD,Commercial,4.6,8,AS6,Petrol,16.8,13.1,14.9,19,354,6,860.0,128.14
5410,TOYOTA,TUNDRA 4WD,Commercial,5.7,8,AS6,Petrol,18.0,14.2,16.3,17,383,6,970.0,158.11
5411,TOYOTA,YARIS,Four-Wheeler,1.5,4,AS6,Petrol,7.3,5.8,6.6,43,155,4,650.0,42.9
5412,TOYOTA,YARIS (SIL),Four-Wheeler,1.5,4,M6,Petrol,7.8,6.0,6.8,42,164,4,650.0,44.2
5413,TOYOTA,YARIS HATCHBACK,Four-Wheeler,1.5,4,A4,Petrol,7.9,6.8,7.4,38,173,4,650.0,48.1
5414,TOYOTA,YARIS HATCHBACK,Four-Wheeler,1.5,4,M5,Petrol,7.8,6.5,7.2,39,168,4,650.0,46.8
5415,VOLKSWAGEN,ATLAS,Four-Wheeler,2.0,4,AS8,Petrol,10.8,8.9,10.0,28,233,4,700.0,70.0
5416,VOLKSWAGEN,ATLAS 4MOTION,Four-Wheeler,3.6,6,AS8,Petrol,13.7,10.1,12.1,23,282,5,860.0,104.06
5417,VOLKSWAGEN,BEETLE,Four-Wheeler,2.0,4,AS6,Petrol,9.0,7.2,8.2,34,191,4,700.0,57.39999999999999
5418,VOLKSWAGEN,BEETLE CONVERTIBLE,Four-Wheeler,2.0,4,AS6,Petrol,9.0,7.2,8.2,34,191,4,700.0,57.39999999999999
5419,VOLKSWAGEN,BEETLE DUNE,Four-Wheeler,2.0,4,AS6,Petrol,9.1,6.9,8.1,35,189,4,700.0,56.7
5420,VOLKSWAGEN,BEETLE DUNE CONVERTIBLE,Four-Wheeler,2.0,4,AS6,Petrol,9.1,6.9,8.1,35,189,4,700.0,56.7
5421,VOLKSWAGEN,GOLF,Four-Wheeler,1.8,4,AS6,Petrol,9.6,7.2,8.5,33,199,4,680.0,57.8
5422,VOLKSWAGEN,GOLF,Four-Wheeler,1.8,4,M5,Petrol,9.3,6.9,8.2,34,192,4,680.0,55.75999999999999
5423,VOLKSWAGEN,GOLF GTI,Four-Wheeler,2.0,4,AM6,Petrol,9.6,7.3,8.6,33,200,4,700.0,60.2
5424,VOLKSWAGEN,GOLF GTI,Four-Wheeler,2.0,4,M6,Petrol,9.6,7.2,8.5,33,199,4,700.0,59.5
5425,VOLKSWAGEN,GOLF R,Four-Wheeler,2.0,4,AM7,Diesel,10.6,8.0,9.4,30,220,4,900.0,84.6
5426,VOLKSWAGEN,GOLF R,Four-Wheeler,2.0,4,M6,Diesel,11.1,8.1,9.8,29,227,4,900.0,88.2
5427,VOLKSWAGEN,GOLF ALLTRACK,Four-Wheeler,1.8,4,AM6,Petrol,10.7,8.0,9.4,30,220,4,680.0,63.92
5428,VOLKSWAGEN,GOLF ALLTRACK,Four-Wheeler,1.8,4,M6,Petrol,11.1,7.8,9.6,29,225,4,680.0,65.28
5429,VOLKSWAGEN,GOLF SPORTWAGEN,Four-Wheeler,1.8,4,AS6,Petrol,9.6,7.2,8.5,33,199,4,680.0,57.8
5430,VOLKSWAGEN,GOLF SPORTWAGEN,Four-Wheeler,1.8,4,M5,Petrol,9.4,6.9,8.2,34,192,4,680.0,55.75999999999999
5431,VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,Four-Wheeler,1.8,4,AM6,Petrol,10.8,8.1,9.6,29,224,4,680.0,65.28
5432,VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,Four-Wheeler,1.8,4,M6,Petrol,10.8,7.6,9.3,30,218,4,680.0,63.24000000000001
5433,VOLKSWAGEN,PASSAT,Four-Wheeler,2.0,4,AS6,Petrol,9.3,6.5,8.1,35,188,4,700.0,56.7
5434,VOLKSWAGEN,PASSAT,Four-Wheeler,3.6,6,AM6,Petrol,12.2,8.5,10.6,27,246,4,860.0,91.16
5435,VOLKSWAGEN,TIGUAN,Four-Wheeler,2.0,4,AS8,Petrol,10.6,8.7,9.8,29,229,4,700.0,68.60000000000001
5436,VOLKSWAGEN,TIGUAN 4MOTION,Four-Wheeler,2.0,4,AS8,Petrol,11.3,8.8,10.2,28,237,4,700.0,71.39999999999999
5437,VOLVO,S60 T5 AWD,Four-Wheeler,2.0,4,AS8,Petrol,11.0,8.1,9.7,29,226,4,700.0,67.89999999999999
5438,VOLVO,S60 T6 AWD,Four-Wheeler,2.0,4,AS8,Diesel,10.9,7.7,9.4,30,221,4,900.0,84.6
5439,VOLVO,S60 POLESTAR,Four-Wheeler,2.0,4,AS8,Diesel,11.8,8.5,10.3,27,241,4,900.0,92.7
5440,VOLVO,S60 CC T5 AWD,Four-Wheeler,2.0,4,AS8,Petrol,10.8,7.8,9.4,30,220,4,700.0,65.8
5441,VOLVO,S90 T5 AWD,Four-Wheeler,2.0,4,AS8,Diesel,10.1,7.4,8.8,32,206,4,900.0,79.2
5442,VOLVO,S90 T6 AWD,Four-Wheeler,2.0,4,AS8,Diesel,10.6,7.6,9.3,30,216,4,900.0,83.7
5443,VOLVO,V60 T5 AWD,Four-Wheeler,2.0,4,AS8,Petrol,11.0,8.1,9.7,29,226,4,700.0,67.89999999999999
5444,VOLVO,V60 T6 AWD,Four-Wheeler,2.0,4,AS8,Diesel,10.9,7.7,9.4,30,221,4,900.0,84.6
5445,VOLVO,V60 POLESTAR,Four-Wheeler,2.0,4,AS8,Diesel,11.8,8.5,10.3,27,241,4,900.0,92.7
5446,VOLVO,V60 CC T5 AWD,Four-Wheeler,2.0,4,AS8,Petrol,10.8,7.8,9.4,30,220,4,700.0,65.8
5447,VOLVO,V90 T6 AWD,Four-Wheeler,2.0,4,AS8,Diesel,10.6,7.6,9.3,30,216,4,900.0,83.7
5448,VOLVO,V90 CC T5 AWD,Four-Wheeler,2.0,4,AS8,Diesel,10.4,7.7,9.2,31,214,4,900.0,82.8
5449,VOLVO,V90 CC T6 AWD,Four-Wheeler,2.0,4,AS8,Diesel,10.9,8.0,9.6,29,224,4,900.0,86.4
5450,VOLVO,XC60 T5 AWD,Four-Wheeler,2.0,4,AS8,Diesel,10.7,8.5,9.8,29,228,4,900.0,88.2
5451,VOLVO,XC60 T6 AWD,Four-Wheeler,2.0,4,AS8,Diesel,11.4,8.7,10.2,28,240,4,900.0,91.8
5452,VOLVO,XC90 T5 AWD,Four-Wheeler,2.0,4,AS8,Diesel,10.9,8.3,9.7,29,227,4,900.0,87.3
5453,VOLVO,XC90 T6 AWD,Four-Wheeler,2.0,4,AS8,Diesel,11.5,8.8,10.3,27,240,4,900.0,92.7
5454,ACURA,ILX,Four-Wheeler,2.4,4,AM8,Diesel,9.9,7.0,8.6,33,199,4,940.0,80.84
5455,ACURA,MDX SH-AWD,Four-Wheeler,3.5,6,AS9,Diesel,12.2,9.0,10.8,26,252,4,1050.0,113.4
5456,ACURA,MDX SH-AWD A-SPEC,Four-Wheeler,3.5,6,AS9,Diesel,12.2,9.5,11.0,26,258,4,1050.0,115.5
5457,ACURA,MDX Hybrid AWD,Four-Wheeler,3.0,6,AM7,Diesel,9.1,9.0,9.0,31,210,4,1000.0,90.0
5458,ACURA,NSX,Four-Wheeler,3.5,6,AM9,Diesel,11.1,10.8,11.0,26,261,5,1050.0,115.5
5459,ACURA,RDX AWD,Four-Wheeler,2.0,4,AS10,Diesel,11.0,8.6,9.9,29,232,4,900.0,89.1
5460,ACURA,RDX AWD A-SPEC,Four-Wheeler,2.0,4,AS10,Diesel,11.3,9.1,10.3,27,242,4,900.0,92.7
5461,ACURA,RLX Hybrid,Four-Wheeler,3.5,6,AM7,Diesel,8.4,8.2,8.4,34,196,4,1050.0,88.2
5462,ACURA,TLX,Four-Wheeler,2.4,4,AM8,Diesel,10.0,7.1,8.7,32,205,4,940.0,81.77999999999999
5463,ACURA,TLX A-SPEC,Four-Wheeler,2.4,4,AM8,Diesel,10.2,7.4,8.9,32,209,4,940.0,83.66
5464,ACURA,TLX SH-AWD,Four-Wheeler,3.5,6,AS9,Diesel,11.4,7.7,9.8,29,228,4,1050.0,102.9
5465,ACURA,TLX SH-AWD A-SPEC,Four-Wheeler,3.5,6,AS9,Diesel,12.0,8.2,10.3,27,240,4,1050.0,108.15
5466,ALFA ROMEO,4C Coupe,Four-Wheeler,1.8,4,AM6,Diesel,9.7,6.9,8.4,34,197,4,880.0,73.92
5467,ALFA ROMEO,4C Spider,Four-Wheeler,1.8,4,AM6,Diesel,9.7,6.9,8.4,34,197,4,880.0,73.92
5468,ALFA ROMEO,Giulia,Four-Wheeler,2.0,4,A8,Diesel,10.0,7.2,8.7,32,205,4,900.0,78.3
5469,ALFA ROMEO,Giulia AWD,Four-Wheeler,2.0,4,A8,Diesel,10.5,7.7,9.2,31,217,4,900.0,82.8
5470,ALFA ROMEO,Giulia Quadrifoglio,Four-Wheeler,2.9,6,A8,Diesel,13.8,9.6,11.9,24,280,5,990.0,117.81
5471,ALFA ROMEO,Stelvio,Four-Wheeler,2.0,4,A8,Diesel,10.3,8.1,9.3,30,218,4,900.0,83.7
5472,ALFA ROMEO,Stelvio AWD,Four-Wheeler,2.0,4,A8,Diesel,10.8,8.3,9.6,29,226,4,900.0,86.4
5473,ALFA ROMEO,Stelvio AWD Quadrifoglio,Four-Wheeler,2.9,6,A8,Diesel,14.1,10.4,12.4,23,292,5,990.0,122.76
5474,ASTON MARTIN,DB11 V8,Four-Wheeler,4.0,8,A8,Diesel,13.0,9.8,11.5,25,271,5,1100.0,126.5
5475,ASTON MARTIN,DB11 AMR,Four-Wheeler,5.2,12,A8,Diesel,15.5,10.6,13.3,21,312,5,1220.0,162.26
5476,ASTON MARTIN,DBS Superleggera,Four-Wheeler,5.2,12,A8,Diesel,16.4,10.7,13.8,20,324,5,1220.0,168.36
5477,ASTON MARTIN,Rapide AMR,Four-Wheeler,6.0,12,A8,Diesel,16.7,10.9,14.1,20,332,5,1300.0,183.3
5478,ASTON MARTIN,Vanquish Zagato,Four-Wheeler,6.0,12,A8,Diesel,17.5,11.4,14.7,19,346,5,1300.0,191.1
5479,ASTON MARTIN,Vantage V8,Four-Wheeler,4.0,8,A8,Diesel,12.7,9.4,11.2,25,264,4,1100.0,123.2
5480,AUDI,A3,Four-Wheeler,2.0,4,AM7,Petrol,9.1,6.8,8.1,35,188,4,700.0,56.7
5481,AUDI,A3 quattro,Four-Wheeler,2.0,4,AM7,Petrol,10.9,7.9,9.6,29,225,4,700.0,67.2
5482,AUDI,A3 Cabriolet quattro,Four-Wheeler,2.0,4,AM7,Petrol,10.7,7.9,9.5,30,221,4,700.0,66.5
5483,AUDI,A4,Four-Wheeler,2.0,4,AM7,Diesel,8.6,6.9,7.8,36,182,4,900.0,70.2
5484,AUDI,A4 quattro,Four-Wheeler,2.0,4,AM7,Diesel,10.0,7.0,8.7,32,204,4,900.0,78.3
5485,AUDI,A4 allroad quattro,Four-Wheeler,2.0,4,AM7,Diesel,10.7,8.0,9.5,30,221,4,900.0,85.5
5486,AUDI,A5 quattro,Four-Wheeler,2.0,4,AM7,Diesel,10.0,7.0,8.7,32,204,4,900.0,78.3
5487,AUDI,A5 Cabriolet quattro,Four-Wheeler,2.0,4,AM7,Diesel,10.0,7.0,8.7,32,204,4,900.0,78.3
5488,AUDI,A5 Sportback quattro,Four-Wheeler,2.0,4,AM7,Diesel,10.0,7.0,8.7,32,204,4,900.0,78.3
5489,AUDI,A6 quattro,Four-Wheeler,3.0,6,AM7,Diesel,10.7,8.2,9.6,29,224,4,1000.0,96.0
5490,AUDI,A7 quattro,Four-Wheeler,3.0,6,AM7,Diesel,10.7,8.2,9.6,29,224,4,1000.0,96.0
5491,AUDI,A8L,Four-Wheeler,3.0,6,AS8,Diesel,12.5,8.6,10.8,26,252,4,1000.0,108.0
5492,AUDI,Q3 quattro,Four-Wheeler,2.0,4,AS8,Petrol,12.3,8.6,10.6,27,248,4,700.0,74.2
5493,AUDI,Q5,Four-Wheeler,2.0,4,AM7,Diesel,10.9,8.7,9.9,29,230,4,900.0,89.1
5494,AUDI,Q7,Four-Wheeler,2.0,4,AS8,Diesel,12.2,9.5,11.0,26,258,4,900.0,99.0
5495,AUDI,Q7,Four-Wheeler,3.0,6,AS8,Diesel,12.6,9.4,11.1,25,260,4,1000.0,111.0
5496,AUDI,Q8,Four-Wheeler,3.0,6,AS8,Diesel,14.0,10.7,12.5,23,294,5,1000.0,125.0
5497,AUDI,RS 3,Four-Wheeler,2.5,5,AM7,Diesel,12.4,8.4,10.6,27,247,4,950.0,100.7
5498,AUDI,RS 5 Coupe,Four-Wheeler,2.9,6,AS8,Diesel,13.3,8.7,11.3,25,262,4,990.0,111.87
5499,AUDI,RS 5 Sportback,Four-Wheeler,2.9,6,AS8,Diesel,13.5,9.0,11.5,25,268,4,990.0,113.85
5500,AUDI,S3,Four-Wheeler,2.0,4,AM7,Diesel,10.7,8.0,9.5,30,222,4,900.0,85.5
5501,AUDI,S4,Four-Wheeler,3.0,6,AS8,Diesel,11.3,8.0,9.8,29,230,4,1000.0,98.0
5502,AUDI,S5,Four-Wheeler,3.0,6,AS8,Diesel,11.3,8.0,9.8,29,230,4,1000.0,98.0
5503,AUDI,S5 Cabriolet,Four-Wheeler,3.0,6,AS8,Diesel,11.4,8.2,9.9,29,234,4,1000.0,99.0
5504,AUDI,S5 Sportback,Four-Wheeler,3.0,6,AS8,Diesel,11.3,8.0,9.8,29,230,4,1000.0,98.0
5505,AUDI,SQ5,Four-Wheeler,3.0,6,AS8,Diesel,12.7,10.0,11.5,25,270,5,1000.0,115.0
5506,AUDI,TT Coupe quattro,Four-Wheeler,2.0,4,AM7,Petrol,10.3,7.7,9.2,31,213,4,700.0,64.39999999999999
5507,AUDI,TT Roadster quattro,Four-Wheeler,2.0,4,AM7,Petrol,10.3,7.7,9.2,31,213,4,700.0,64.39999999999999
5508,AUDI,TT RS Coupe,Four-Wheeler,2.5,5,AM7,Diesel,12.0,8.3,10.3,27,241,4,950.0,97.85
5509,AUDI,TTS Coupe,Four-Wheeler,2.0,4,AM7,Diesel,10.4,8.2,9.4,30,220,4,900.0,84.6
5510,BENTLEY,Bentayga,Four-Wheeler,4.0,8,AS8,Diesel,16.4,10.1,13.6,21,315,5,1100.0,149.6
5511,BENTLEY,Mulsanne,Four-Wheeler,6.8,8,AS8,Diesel,24.5,14.4,20.0,14,465,7,1280.0,256.0
5512,BMW,230i xDrive Cabriolet,Four-Wheeler,2.0,4,AS8,Diesel,10.2,7.2,8.8,32,207,4,900.0,79.2
5513,BMW,230i xDrive Coupe,Four-Wheeler,2.0,4,AS8,Diesel,9.9,7.1,8.6,33,202,4,900.0,77.4
5514,BMW,330i xDrive,Four-Wheeler,2.0,4,AS8,Diesel,9.5,6.9,8.3,34,194,4,900.0,74.7
5515,BMW,330i xDrive Gran Turismo,Four-Wheeler,2.0,4,AS8,Diesel,10.2,7.2,8.8,32,207,4,900.0,79.2
5516,BMW,330i xDrive Touring,Four-Wheeler,2.0,4,AS8,Diesel,10.2,7.2,8.8,32,207,4,900.0,79.2
5517,BMW,430i xDrive Cabriolet,Four-Wheeler,2.0,4,AS8,Diesel,10.6,7.3,9.1,31,213,4,900.0,81.9
5518,BMW,430i xDrive Coupe,Four-Wheeler,2.0,4,AS8,Diesel,10.2,7.2,8.8,32,207,4,900.0,79.2
5519,BMW,430i xDrive Gran Coupe,Four-Wheeler,2.0,4,AS8,Diesel,10.2,7.2,8.8,32,207,4,900.0,79.2
5520,BMW,440i Coupe,Four-Wheeler,3.0,6,AS8,Diesel,11.2,7.3,9.4,30,227,4,1000.0,94.0
5521,BMW,440i Coupe,Four-Wheeler,3.0,6,M6,Diesel,12.8,8.8,11.0,26,256,4,1000.0,110.0
5522,BMW,440i xDrive Cabriolet,Four-Wheeler,3.0,6,AS8,Diesel,11.8,7.9,10.0,28,235,4,1000.0,100.0
5523,BMW,440i xDrive Coupe,Four-Wheeler,3.0,6,AS8,Diesel,11.4,7.6,9.7,29,228,4,1000.0,97.0
5524,BMW,440i xDrive Coupe,Four-Wheeler,3.0,6,M6,Diesel,13.0,8.5,11.0,26,256,4,1000.0,110.0
5525,BMW,440i xDrive Gran Coupe,Four-Wheeler,3.0,6,AS8,Diesel,11.4,7.6,9.7,29,228,4,1000.0,97.0
5526,BMW,530i xDrive,Four-Wheeler,2.0,4,AS8,Diesel,10.2,7.2,8.8,32,207,4,900.0,79.2
5527,BMW,540i xDrive,Four-Wheeler,3.0,6,AS8,Diesel,11.2,8.1,9.8,29,231,4,1000.0,98.0
5528,BMW,640i xDrive Gran Coupe,Four-Wheeler,3.0,6,AS8,Diesel,12.3,8.4,10.5,27,248,4,1000.0,105.0
5529,BMW,640i xDrive Gran Turismo,Four-Wheeler,3.0,6,AS8,Diesel,11.9,8.4,10.3,27,241,4,1000.0,103.0
5530,BMW,650i xDrive Gran Coupe,Four-Wheeler,4.4,8,AS8,Diesel,14.0,9.6,12.0,24,282,5,1140.0,136.8
5531,BMW,750i xDrive,Four-Wheeler,4.4,8,AS8,Diesel,13.3,9.2,11.5,25,269,4,1140.0,131.1
5532,BMW,750Li xDrive,Four-Wheeler,4.4,8,AS8,Diesel,14.0,9.6,12.0,24,282,5,1140.0,136.8
5533,BMW,Alpina B6 xDrive Gran Coupe,Four-Wheeler,4.4,8,AS8,Diesel,14.0,9.6,12.0,24,282,5,1140.0,136.8
5534,BMW,Alpina B7 xDrive,Four-Wheeler,4.4,8,AS8,Diesel,14.0,9.6,12.0,24,282,5,1140.0,136.8
5535,BMW,M2 Competition,Four-Wheeler,3.0,6,AM7,Diesel,14.3,10.4,12.6,22,294,5,1000.0,126.0
5536,BMW,M2 Competition,Four-Wheeler,3.0,6,M6,Diesel,13.4,9.6,11.7,24,273,4,1000.0,117.0
5537,BMW,M240i Cabriolet,Four-Wheeler,3.0,6,AS8,Diesel,11.2,7.8,9.7,29,227,4,1000.0,97.0
5538,BMW,M240i Cabriolet,Four-Wheeler,3.0,6,M6,Diesel,12.8,8.8,11.0,26,256,4,1000.0,110.0
5539,BMW,M240i Coupe,Four-Wheeler,3.0,6,AS8,Diesel,11.2,7.8,9.7,29,227,4,1000.0,97.0
5540,BMW,M240i Coupe,Four-Wheeler,3.0,6,M6,Diesel,12.8,8.8,11.0,26,256,4,1000.0,110.0
5541,BMW,M240i Coupe M Performance,Four-Wheeler,3.0,6,AS8,Diesel,11.2,7.8,9.7,29,227,4,1000.0,97.0
5542,BMW,M240i Coupe M Performance,Four-Wheeler,3.0,6,M6,Diesel,12.8,8.8,11.0,26,256,4,1000.0,110.0
5543,BMW,M240i xDrive Cabriolet,Four-Wheeler,3.0,6,AS8,Diesel,11.3,8.0,9.8,29,229,4,1000.0,98.0
5544,BMW,M240i xDrive Coupe,Four-Wheeler,3.0,6,AS8,Diesel,11.3,8.0,9.8,29,229,4,1000.0,98.0
5545,BMW,M240i xDrive Coupe M Performance,Four-Wheeler,3.0,6,AS8,Diesel,11.3,8.0,9.8,29,229,4,1000.0,98.0
5546,BMW,M4 Cabriolet,Four-Wheeler,3.0,6,AM7,Diesel,14.5,10.5,12.7,22,299,5,1000.0,127.0
5547,BMW,M4 Cabriolet,Four-Wheeler,3.0,6,M6,Diesel,13.8,9.4,11.9,24,280,5,1000.0,119.0
5548,BMW,M4 Cabriolet Competition,Four-Wheeler,3.0,6,AM7,Diesel,14.5,10.5,12.7,22,299,5,1000.0,127.0
5549,BMW,M4 Cabriolet Competition,Four-Wheeler,3.0,6,M6,Diesel,13.8,9.4,11.9,24,280,5,1000.0,119.0
5550,BMW,M4 Coupe,Four-Wheeler,3.0,6,AM7,Diesel,14.3,10.4,12.6,22,294,5,1000.0,126.0
5551,BMW,M4 Coupe,Four-Wheeler,3.0,6,M6,Diesel,13.4,9.6,11.7,24,273,4,1000.0,117.0
5552,BMW,M4 Coupe Competition,Four-Wheeler,3.0,6,AM7,Diesel,14.3,10.4,12.6,22,294,5,1000.0,126.0
5553,BMW,M4 Coupe Competition,Four-Wheeler,3.0,6,M6,Diesel,13.4,9.6,11.7,24,273,4,1000.0,117.0
5554,BMW,M4 CS,Four-Wheeler,3.0,6,AM7,Diesel,14.3,10.4,12.6,22,294,5,1000.0,126.0
5555,BMW,M5,Four-Wheeler,4.4,8,AS8,Diesel,16.0,11.2,13.9,20,324,5,1140.0,158.46
5556,BMW,M5 Competition,Four-Wheeler,4.4,8,AS8,Diesel,16.0,11.2,13.9,20,324,5,1140.0,158.46
5557,BMW,M550i xDrive,Four-Wheeler,4.4,8,AS8,Diesel,13.3,9.2,11.5,25,269,4,1140.0,131.1
5558,BMW,M6 Gran Coupe,Four-Wheeler,4.4,8,AM7,Diesel,17.3,11.6,14.7,19,344,5,1140.0,167.58
5559,BMW,M760Li xDrive,Four-Wheeler,6.6,12,AS8,Diesel,17.7,11.9,15.1,19,355,5,1360.0,205.36
5560,BMW,M850i xDrive Cabriolet,Four-Wheeler,4.4,8,AS8,Diesel,13.5,9.2,11.6,24,270,4,1140.0,132.24
5561,BMW,M850i xDrive Coupe,Four-Wheeler,4.4,8,AS8,Diesel,13.3,9.2,11.5,25,269,4,1140.0,131.1
5562,BMW,X1 xDrive28i,Four-Wheeler,2.0,4,AS8,Diesel,10.7,7.5,9.3,30,217,4,900.0,83.7
5563,BMW,X2 xDrive28i,Four-Wheeler,2.0,4,AS8,Diesel,11.0,7.7,9.5,30,222,4,900.0,85.5
5564,BMW,X3 xDrive30i,Four-Wheeler,2.0,4,AS8,Diesel,10.8,8.0,9.6,29,223,4,900.0,86.4
5565,BMW,X3 M40i,Four-Wheeler,3.0,6,AS8,Diesel,11.9,8.7,10.4,27,245,4,1000.0,104.0
5566,BMW,X4 xDrive30i,Four-Wheeler,2.0,4,AS8,Diesel,10.8,8.0,9.6,29,223,4,900.0,86.4
5567,BMW,X4 M40i,Four-Wheeler,3.0,6,AS8,Diesel,11.9,8.7,10.4,27,245,4,1000.0,104.0
5568,BMW,X5 xDrive40i,Four-Wheeler,3.0,6,AS8,Diesel,11.7,9.1,10.5,27,245,4,1000.0,105.0
5569,BMW,X5 xDrive50i,Four-Wheeler,4.4,8,AS8,Diesel,15.3,11.1,13.4,21,314,5,1140.0,152.76
5570,BMW,X6 xDrive35i,Four-Wheeler,3.0,6,AS8,Diesel,13.0,9.9,11.6,24,272,5,1000.0,116.0
5571,BMW,X6 xDrive50i,Four-Wheeler,4.4,8,AS8,Diesel,14.3,10.6,12.6,22,294,5,1140.0,143.64
5572,BMW,X6 M,Four-Wheeler,4.4,8,AS8,Diesel,16.6,12.1,14.6,19,341,5,1140.0,166.44
5573,BMW,X7 xDrive40i,Four-Wheeler,3.0,6,AS8,Diesel,12.0,9.4,10.8,26,254,4,1000.0,108.0
5574,BMW,X7 xDrive50i,Four-Wheeler,4.4,8,AS8,Diesel,14.3,10.6,12.6,22,294,5,1140.0,143.64
5575,BUGATTI,Chiron,Four-Wheeler,8.0,16,AM7,Diesel,26.8,16.6,22.2,13,522,7,1400.0,310.8
5576,BUICK,Enclave,Four-Wheeler,3.6,6,A9,Petrol,13.0,9.1,11.2,25,263,4,860.0,96.32
5577,BUICK,Enclave AWD,Four-Wheeler,3.6,6,A9,Petrol,13.8,9.5,11.9,24,278,5,860.0,102.34
5578,BUICK,Encore,Four-Wheeler,1.4,4,AS6,Petrol,9.4,7.8,8.7,32,204,4,640.0,55.68
5579,BUICK,Encore (SIDI with Stop/Start),Four-Wheeler,1.4,4,AS6,Petrol,8.9,7.5,8.3,34,194,4,640.0,53.12
5580,BUICK,Encore AWD,Four-Wheeler,1.4,4,AS6,Petrol,9.9,8.1,9.1,31,214,4,640.0,58.24
5581,BUICK,Encore AWD (SIDI with Stop/Start),Four-Wheeler,1.4,4,AS6,Petrol,9.4,7.9,8.8,32,205,4,640.0,56.32
5582,BUICK,Envision AWD,Four-Wheeler,2.0,4,A9,Diesel,11.7,9.4,10.7,26,249,4,900.0,96.3
5583,BUICK,Envision AWD,Four-Wheeler,2.5,4,A6,Petrol,11.1,8.6,10.0,28,234,4,750.0,75.0
5584,BUICK,LaCrosse,Four-Wheeler,3.6,6,AS9,Petrol,11.7,7.8,9.9,29,233,4,860.0,85.14
5585,BUICK,LaCrosse eAssist,Four-Wheeler,2.5,4,AS6,Petrol,9.4,6.8,8.2,34,192,4,750.0,61.49999999999999
5586,BUICK,LaCrosse AWD,Four-Wheeler,3.6,6,AS9,Petrol,11.7,8.2,10.1,28,238,4,860.0,86.86
5587,BUICK,Regal,Four-Wheeler,2.0,4,AS9,Diesel,10.6,7.4,9.1,31,214,4,900.0,81.9
5588,BUICK,Regal AWD,Four-Wheeler,2.0,4,AS8,Diesel,11.0,8.0,9.6,29,227,4,900.0,86.4
5589,BUICK,Regal AWD,Four-Wheeler,3.6,6,AS9,Petrol,12.4,8.7,10.7,26,251,4,860.0,92.02
5590,CADILLAC,CT6 AWD,Four-Wheeler,3.0,6,AS10,Diesel,13.1,9.1,11.3,25,267,4,1000.0,113.0
